 ,Connections Categories,Words in Category,Gemini,Claude,GPT4o,Llama,Type of Reasoning
417.0,EAT VORACIOUSLY,"['GORGE', 'GULP', 'SCARF', 'WOLF']",0,0,0,0.0,Associative Knowledge
418.0,FEATURED IN “SNOW WHITE”,"['APPLE', 'BASHFUL', 'MIRROR', 'QUEEN']",0,1,1,0.0,Encyclopedic Knowledge
419.0,“C” + BIRD,"['CHEN', 'CLARK', 'COWL', 'CRAVEN']",0,0,0,0.0,Combined Category
420.0,TYPES OF TEETH,"['CANINE', 'FANG', 'MOLAR', 'TUSK']",0,1,0,1.0,Semantic Knowledge
421.0,FASHIONABLE,"['CHIC', 'HIP', 'HOT', 'IN']",0,1,0,0.0,Semantic Knowledge
,DANCE MOVES,"['FLOSS', 'ROBOT', 'VOGUE', 'WORM']",0,0,0,0.0,Encyclopedic Knowledge
423.0,THINGS THAT SUCK,"['LEECH', 'STRAW', 'VACUUM', 'VAMPIRE']",0,0,0,0.0,Associative Knowledge
424.0,RELIGIOUS FIGURES,"['CARDINAL', 'LAMA', 'MONK', 'PASTOR']",0,0,1,0.0,Encyclopedic Knowledge
425.0,PRIMATES,"['BABOON', 'BONOBO', 'GIBBON', 'GORILLA']",1,0,1,1.0,Semantic Knowledge
426.0,CHUTNEY VARIETIES,"['MANGO', 'MINT', 'TAMARIND', 'TOMATO']",0,0,0,0.0,Associative Knowledge
427.0,IMITATE,"['APE', 'MIME', 'MIRROR', 'PARROT']",0,0,0,0.0,Semantic Knowledge
428.0,ONSET,"['BIRTH', 'CREATION', 'DAWN', 'START']",1,1,1,0.0,Semantic Knowledge
429.0,VENERABLE,"['AUGUST', 'GRAND', 'NOBLE', 'REGAL']",0,1,0,0.0,Semantic Knowledge
430.0,WALK,"['MARCH', 'STEP', 'STRIDE', 'TREAD']",1,1,0,0.0,Semantic Knowledge
431.0,___ DAY HOLIDAYS,"['EARTH', 'GROUNDHOG', 'LABOR', 'MAY']",0,1,0,0.0,Encyclopedic Knowledge
432.0,QUICK PEEK,"['GANDER', 'GLANCE', 'GLIMPSE', 'LOOK']",0,1,1,0.0,Semantic Knowledge
433.0,DECEIT,"['ACT', 'BLUFF', 'CHARADE', 'FRONT']",1,1,0,0.0,Semantic Knowledge
434.0,PARTS OF A MOUNTAIN,"['CLIFF', 'CRAG', 'LEDGE', 'RIDGE']",0,0,0,0.0,Semantic Knowledge
435.0,HOMOPHONES,"['PEAK', 'PEEK', 'PEKE', 'PIQUE']",0,0,0,0.0,Linguistic Knowledge
436.0,BODYWEIGHT EXERCISES,"['DIPS', 'LUNGES', 'PLANKS', 'SQUATS']",1,1,1,1.0,Semantic Knowledge
437.0,EMAIL SIGN-OFFS,"['BEST', 'CHEERS', 'REGARDS', 'THANKS']",1,0,1,0.0,Associative Knowledge
438.0,"M.L.B. TEAMS, FOR SHORT","['CARDS', 'JAYS', 'NATS', 'YANKS']",1,0,1,1.0,Encyclopedic Knowledge
439.0,ELIZABETHS (AND ONE ELISABETH),"['BANKS', 'MOSS', 'TAYLOR', 'WARREN']",0,1,0,0.0,Encyclopedic Knowledge
440.0,BALDERDASH,"['BULL', 'HOGWASH', 'NONSENSE', 'ROT']",0,0,0,0.0,Semantic Knowledge
441.0,HELM,"['DIRECT', 'GUIDE', 'LEAD', 'STEER']",0,1,1,0.0,Semantic Knowledge
442.0,SINGLE/PLURAL ANIMALS,"['BUFFALO', 'DEER', 'FISH', 'MOOSE']",0,0,0,0.0,Combined Category
443.0,GREAT ___,"['DANE', 'LAKE', 'SEAL', 'WHITE']",0,0,0,0.0,Multiword Expressions
444.0,“GROSS!”,"['EW', 'ICK', 'PU', 'UGH']",0,1,0,0.0,Semantic Knowledge
445.0,MAGAZINES,"['O', 'OK', 'US', 'W']",0,0,0,0.0,Encyclopedic Knowledge
446.0,“YES” IN DIFFERENT LANGUAGES,"['HAI', 'JA', 'SI', 'DA']",0,0,0,0.0,Combined Category
447.0,HOMOPHONES,"['OUI', 'WE', 'WEE', 'WII']",0,0,0,0.0,Linguistic Knowledge
448.0,BASIC EMOTIONS,"['ANGER', 'FEAR', 'HAPPINESS', 'SURPRISE']",0,0,1,1.0,Semantic Knowledge
449.0,BIT OF VOCAL FANFARE,"['BEHOLD', 'PRESTO', 'TADA', 'VOILA']",0,0,1,1.0,Semantic Knowledge
450.0,OBTAIN,"['GET', 'LAND', 'SECURE', 'WIN']",0,0,0,0.0,Semantic Knowledge
451.0,___ ANT,"['ADAM', 'CARPENTER', 'FIRE', 'RED']",0,0,0,0.0,Semantic Knowledge
452.0,UNIT OF LANGUAGE,"['LETTER', 'PARAGRAPH', 'SENTENCE', 'WORD']",0,0,0,0.0,Associative Knowledge
453.0,TRADEMARK,"['FEATURE', 'HALLMARK', 'STAMP', 'TRAIT']",0,0,0,0.0,Semantic Knowledge
454.0,FUNNY PERSON,"['CARD', 'CLOWN', 'CUTUP', 'JOKER']",0,0,0,0.0,Semantic Knowledge
455.0,THINGS WITH LEAVES,"['BOOK', 'TABLE', 'TEA', 'TREE']",0,0,0,0.0,Associative Knowledge
456.0,PRESIDENTS,"['FORD', 'GRANT', 'LINCOLN', 'WILSON']",0,0,1,0.0,Encyclopedic Knowledge
457.0,SPORTS PROFESSIONALS,"['COACH', 'GM', 'PLAYER', 'SCOUT']",0,0,0,0.0,Associative Knowledge
458.0,CAR COMPANIES,"['BMW', 'HONDA', 'JAGUAR', 'SUBARU']",0,0,0,0.0,Encyclopedic Knowledge
459.0,COMMON PREFIXES,"['AUTO', 'POST', 'SEMI', 'SUB']",0,0,0,0.0,Linguistic Knowledge
460.0,SPARSE/LACKING,"['LIGHT', 'SHORT', 'SPARE', 'THIN']",0,0,0,0.0,Semantic Knowledge
461.0,FUN TIME,"['BALL', 'BLAST', 'KICK', 'RIOT']",0,0,0,0.0,Associative Knowledge
462.0,FILMMAKING EQUIPMENT,"['BOOM', 'DOLLY', 'LENS', 'TRIPOD']",0,1,0,0.0,Semantic Knowledge
463.0,“GET A ___!”,"['CLUE', 'GRIP', 'LIFE', 'ROOM']",0,0,0,0.0,Multiword Expressions
464.0,SPICES,"['ANISE', 'DILL', 'NUTMEG', 'SAGE']",0,1,1,0.0,Semantic Knowledge
465.0,INTELLIGENT,"['BRIGHT', 'QUICK', 'SHARP', 'SMART']",0,1,1,0.0,Semantic Knowledge
466.0,DEODORANTS,"['AXE', 'DEGREE', 'OLD SPICE', 'SECRET']",0,0,0,0.0,Encyclopedic Knowledge
467.0,MEDIEVAL WEAPONS,"['CLUB', 'MACE', 'SPEAR', 'SWORD']",0,0,0,0.0,Semantic Knowledge
468.0,DOCTORS’ ORDERS,"['DIET', 'EXERCISE', 'FRESH AIR', 'SLEEP']",0,1,0,0.0,Associative Knowledge
469.0,EMAIL ACTIONS,"['COMPOSE', 'FORWARD', 'REPLY ALL', 'SEND']",1,1,0,0.0,Semantic Knowledge
470.0,PODCASTS,"['RADIOLAB', 'SERIAL', 'UP FIRST', 'WTF']",0,0,0,0.0,Encyclopedic Knowledge
471.0,___ COMEDY,"['BLACK', 'DIVINE', 'PROP', 'SKETCH']",0,0,0,0.0,Multiword Expressions
472.0,BROUGHT TO THE BEACH,"['FLIP-FLOP', 'SUNSCREEN', 'TOWEL', 'UMBRELLA']",0,0,0,0.0,Associative Knowledge
473.0,TYPES OF FRENCH FRIES,"['CURLY', 'SHOESTRING', 'WAFFLE', 'WEDGE']",0,0,0,0.0,Semantic Knowledge
474.0,EQUIVOCATE,"['HEDGE', 'SEE-SAW', 'WAVER', 'YO-YO']",0,0,0,0.0,Semantic Knowledge
475.0,SECOND WORDS OF VODKA COCKTAILS,"['BREEZE', 'MARY', 'MULE', 'RUSSIAN']",0,0,0,0.0,Encyclopedic Knowledge
476.0,DIGITAL NOTIFICATION SOUNDS,"['CHIME', 'DING', 'PING', 'RING']",1,0,0,0.0,Associative Knowledge
477.0,TATTLE,"['RAT', 'SING', 'SNITCH', 'SQUEAL']",0,1,0,0.0,Semantic Knowledge
478.0,GROUP WITHIN A GROUP,"['CAMP', 'DIVISION', 'FACTION', 'WING']",0,0,0,1.0,Semantic Knowledge
479.0,MICROSOFT PRODUCTS,"['BING', 'EDGE', 'SURFACE', 'WORD']",0,0,0,0.0,Encyclopedic Knowledge
480.0,INVESTMENTS,"['BOND', 'CD', 'OPTION', 'STOCK']",0,0,0,0.0,Semantic Knowledge
481.0,TERMS FOR RECORDS,"['LP', 'PLATTER', 'VINYL', 'WAX']",0,0,0,0.0,Semantic Knowledge
482.0,CUBE-SHAPED,"['BOUILLON', 'DIE', 'ICE', 'SUGAR']",0,0,0,0.0,Semantic Knowledge
483.0,WORDS THAT GO WITH “BONE”,"['FUNNY', 'HERRING', 'SOUP', 'WISH']",0,0,0,0.0,Associative Knowledge
484.0,UNCHANGING,"['EVEN', 'LEVEL', 'STABLE', 'STEADY']",0,1,1,0.0,Semantic Knowledge
485.0,"LONG, SHARP OBJECTS","['LANCE', 'PIN', 'SKEWER', 'SPIT']",0,0,0,0.0,Semantic Knowledge
486.0,MUSIC PUBLICATIONS,"['BILLBOARD', 'PITCHFORK', 'ROLLING STONE', 'SPIN']",0,0,0,0.0,Encyclopedic Knowledge
487.0,WORDS WITH NUMERICAL PREFIXES,"['UNIFORM', 'BICYCLE', 'TRILOGY', 'QUADRANT']",0,0,0,0.0,Linguistic Knowledge
488.0,WAYS TO PREPARE,"['DRILL', 'PRACTICE', 'STUDY', 'TRAIN']",0,0,0,0.0,Associative Knowledge
489.0,HOLLOW CYLINDERS,"['HOSE', 'PIPE', 'STRAW', 'TUBE']",0,0,0,0.0,Associative Knowledge
490.0,CLUE WEAPONS,"['CANDLESTICK', 'KNIFE', 'ROPE', 'WRENCH']",0,0,0,0.0,Encyclopedic Knowledge
491.0,“E-” THINGS,"['CIGARETTE', 'BIKE', 'TICKET', 'SPORTS']",0,0,0,0.0,Associative Knowledge
492.0,NEVERTHELESS,"['HOWEVER', 'STILL', 'THOUGH', 'YET']",0,0,0,0.0,Semantic Knowledge
493.0,REPEATED WORDS IN EXPRESSIONS,"['HEAR', 'KNOCK', 'THERE', 'TUT']",0,0,0,0.0,Associative Knowledge
494.0,WORDS ABBREVIATED WITH LETTERS,"['ARE', 'SEE', 'WHY', 'YOU']",0,0,0,0.0,Linguistic Knowledge
495.0,ROYAL ___,"['FAMILY', 'FLUSH', 'JELLY', 'WE']",0,0,0,0.0,Multiword Expressions
496.0,IGNITE,"['BURN', 'KINDLE', 'LIGHT', 'TORCH']",0,0,0,1.0,Semantic Knowledge
497.0,INFORMATION,"['DATA', 'INFO', 'INTEL', 'NEWS']",0,0,0,0.0,Semantic Knowledge
498.0,SMALL WOODED AREA,"['DELL', 'GLEN', 'HOLLOW', 'VALLEY']",0,0,0,0.0,Associative Knowledge
499.0,THINGS WITH CORES,"['APPLE', 'COMPUTER', 'PLANET', 'REACTOR']",0,0,0,0.0,Encyclopedic Knowledge
500.0,SOCIAL MEDIA ACTIONS,"['FOLLOW', 'LIKE', 'SHARE', 'SUBSCRIBE']",0,0,1,0.0,Associative Knowledge
501.0,USE A NEEDLE AND THREAD,"['DARN', 'HEM', 'SEAM', 'SEW']",1,1,1,0.0,Semantic Knowledge
502.0,SHOWS SET IN HOSPITALS,"['ER', 'HOUSE', 'RATCHED', 'SCRUBS']",0,0,1,0.0,Encyclopedic Knowledge
503.0,EXPRESSIONS OF HESITATION,"['ERM', 'UH', 'UM', 'WELL']",0,0,1,1.0,Associative Knowledge
504.0,FLOWERS,"['DAISY', 'ROSE', 'TULIP', 'VIOLET']",1,0,0,1.0,Semantic Knowledge
505.0,SEEN ON A FARM,"['BARN', 'CHICKEN', 'FARMER', 'TRACTOR']",0,0,1,0.0,Associative Knowledge
506.0,HORROR DIRECTORS,"['ASTER', 'CARPENTER', 'CRAVEN', 'WAN']",0,0,0,0.0,Encyclopedic Knowledge
507.0,___ JACKET,"['DUST', 'LIFE', 'SPORTS', 'YELLOW']",0,0,0,0.0,Multiword Expressions
508.0,BIRD FEATURES,"['BEAK', 'FEATHER', 'TALON', 'WING']",0,1,1,0.0,Semantic Knowledge
509.0,BLINK OF AN EYE,"['FLASH', 'HEARTBEAT', 'SECOND', 'WINK']",0,1,0,0.0,Semantic Knowledge
510.0,MAHJONG TILES,"['BAMBOO', 'DRAGON', 'SEASON', 'WIND']",0,0,0,0.0,Encyclopedic Knowledge
511.0,___ BUTTON,"['BELLY', 'HOT', 'PANIC', 'SNOOZE']",0,0,0,0.0,Multiword Expressions
512.0,MISHMASH,"['HASH', 'JUMBLE', 'MEDLEY', 'STEW']",0,1,0,1.0,Semantic Knowledge
513.0,GO UP AGAINST,"['CHALLENGE', 'CONFRONT', 'FACE', 'OPPOSE']",0,1,0,0.0,Semantic Knowledge
514.0,GROUP OF OFFSPRING,"['BROOD', 'CLUTCH', 'HATCH', 'LITTER']",0,1,1,0.0,Semantic Knowledge
515.0,GUITAR PARTS,"['BODY', 'BRIDGE', 'FRET', 'NECK']",0,1,0,0.0,Semantic Knowledge
516.0,SENSES,"['SIGHT', 'SMELL', 'TASTE', 'TOUCH']",0,1,0,1.0,Semantic Knowledge
517.0,APPEARANCE,"['DRESS', 'LOOK', 'MANNER', 'STYLE']",0,0,0,0.0,Semantic Knowledge
518.0,“AGREE!”,"['DITTO', 'LIKEWISE', 'SAME', 'SECOND']",1,1,1,0.0,Semantic Knowledge
519.0,___ MOON,"['BLUE', 'HARVEST', 'NEW', 'SAILOR']",0,0,0,0.0,Multiword Expressions
520.0,SHAMELESS BOLDNESS,"['BRASS', 'CHEEK', 'GALL', 'NERVE']",0,0,0,0.0,Associative Knowledge
521.0,METAL ELEMENTS,"['COPPER', 'GOLD', 'NICKEL', 'SILVER']",1,0,0,0.0,Semantic Knowledge
522.0,W.N.B.A. TEAMS,"['MERCURY', 'SKY', 'SPARKS', 'LIBERTY']",0,0,0,0.0,Encyclopedic Knowledge
523.0,THINGS WITH TRUNKS,"['CARS', 'ELEPHANTS', 'SWIMMERS', 'TREES']",0,0,0,0.0,Associative Knowledge
524.0,INCREASE,"['BUILD', 'GROW', 'SWELL', 'MOUNT']",1,1,1,0.0,Semantic Knowledge
525.0,"EXCELLENT, IN OLD SLANG","['ACES', 'KEEN', 'NEATO', 'NIFTY']",1,1,0,0.0,Encyclopedic Knowledge
526.0,FINE BUBBLES,"['FOAM', 'FROTH', 'HEAD', 'LATHER']",0,1,0,0.0,Semantic Knowledge
527.0,SPHERICAL THINGS,"['BUBBLE', 'GLOBE', 'MARBLE', 'PEARL']",0,1,0,1.0,Semantic Knowledge
528.0,GRAMMAR TENSE TERMS,"['FUTURE', 'PAST', 'PERFECT', 'PRESENT']",0,0,0,1.0,Linguistic Knowledge
529.0,“GRACIOUS ME!”,"['GOODNESS', 'HEAVENS', 'LORD', 'MERCY']",1,1,0,1.0,Semantic Knowledge
530.0,12 DAYS OF CHRISTMAS,"['DRUMMER', 'LADY', 'RING', 'SWAN']",0,0,0,0.0,Encyclopedic Knowledge
531.0,___ SYRUP,"['CORN', 'COUGH', 'MAPLE', 'SIMPLE']",0,0,0,0.0,Multiword Expressions
532.0,ANIMAL GROUPS,"['COLONY', 'HERD', 'PRIDE', 'SCHOOL']",0,1,1,0.0,Associative Knowledge
533.0,SMALL OPENING,"['CRANNY', 'NICHE', 'NOOK', 'RECESS']",0,1,0,0.0,Semantic Knowledge
534.0,PARADIGMATIC,"['CLASSIC', 'DEFINITIVE', 'MODEL', 'TEXTBOOK']",0,1,0,0.0,Semantic Knowledge
535.0,RHYMING COMPOUND WORDS,"['BACKPACK', 'BIGWIG', 'DOWNTOWN', 'RAGTAG']",0,0,0,0.0,Linguistic Knowledge
536.0,CELL PHONE MODES,"['FOCUS', 'RING', 'SILENT', 'VIBRATE']",0,1,0,0.0,Associative Knowledge
537.0,IMPEL,"['DRIVE', 'INSPIRE', 'MOTIVATE', 'SPUR']",0,1,0,0.0,Semantic Knowledge
538.0,ROMANTIC BEGINNINGS,"['CONNECTION', 'FEELINGS', 'SPARK', 'VIBE']",0,0,0,0.0,Associative Knowledge
539.0,HARD ___,"['CANDY', 'COPY', 'KNOCKS', 'SELTZER']",0,1,0,0.0,Multiword Expressions
540.0,RELAX,"['CHILL', 'HANG', 'LOAF', 'LOUNGE']",0,1,1,0.0,Semantic Knowledge
541.0,CATCHY SONG,"['BANGER', 'BOP', 'GROOVE', 'JAM']",0,0,0,0.0,Associative Knowledge
542.0,BRITISH CUISINE,"['MASH', 'ROAST', 'SCONE', 'TRIFLE']",0,0,0,0.0,Semantic Knowledge
543.0,STICKY SITUATION,"['BIND', 'PICKLE', 'SCRAPE', 'SPOT']",0,0,0,0.0,Semantic Knowledge
544.0,TABLEWARE,"['BOWL', 'DISH', 'PLATE', 'SAUCER']",0,0,0,0.0,Semantic Knowledge
545.0,NONSENSE,"['BALONEY', 'BUNK', 'CROCK', 'TRIPE']",0,0,0,0.0,Semantic Knowledge
546.0,BRA PARTS,"['CUP', 'HOOK', 'STRAP', 'WIRE']",0,0,0,0.0,Semantic Knowledge
547.0,ACRONYMS,"['LASER', 'RADAR', 'SCUBA', 'SPAM']",0,0,1,0.0,Encyclopedic Knowledge
548.0,ANIMAL HOMES,"['DEN', 'HIVE', 'LAIR', 'NEST']",0,0,0,0.0,Semantic Knowledge
549.0,VIRTUAL SPACES,"['CLOUD', 'METAVERSE', 'NET', 'WEB']",0,1,1,1.0,Encyclopedic Knowledge
550.0,EQUITABLE,"['EQUAL', 'EVEN', 'FAIR', 'JUST']",0,0,0,0.0,Semantic Knowledge
551.0,___ BURGER,"['GOOD', 'IMPOSSIBLE', 'NOTHING', 'WARREN']",0,0,0,0.0,Multiword Expressions
552.0,FALSIFY,"['FABRICATE', 'FAKE', 'FIX', 'FORGE']",0,0,0,0.0,Semantic Knowledge
553.0,MILD OATHS,"['FIDDLESTICKS', 'FIE', 'FRICK', 'FUDGE']",0,0,0,0.0,Encyclopedic Knowledge
554.0,TV SHOWS,"['FARGO', 'FIREFLY', 'FLEABAG', 'FLIPPER']",0,0,0,0.0,Encyclopedic Knowledge
555.0,FAST ___,"['FASHION', 'FOOD', 'FORWARD', 'FRIENDS']",0,0,0,0.0,Multiword Expressions
556.0,SOMETHING TIRESOME,"['BORE', 'DRAG', 'SNOOZE', 'YAWN']",0,1,0,0.0,Semantic Knowledge
557.0,BIT OF WIND,"['BREEZE', 'DRAFT', 'GUST', 'PUFF']",0,0,1,0.0,Semantic Knowledge
558.0,PIQUANCY,"['BITE', 'KICK', 'TANG', 'ZIP']",0,0,0,0.0,Semantic Knowledge
559.0,SINGULAR OF THINGS SEEN IN PAIRS,"['BOXER', 'GOGGLE', 'PANT', 'TONG']",0,0,0,0.0,Associative Knowledge
560.0,TAUNTS,"['BOO', 'HISS', 'JEER', 'RASPBERRY']",0,0,1,0.0,Associative Knowledge
561.0,FAILURE,"['BOMB', 'DUD', 'FLOP', 'LEMON']",0,0,1,0.0,Associative Knowledge
562.0,RUDELY BREAK OFF CONTACT,"['DESERT', 'GHOST', 'IGNORE', 'JILT']",0,0,0,0.0,Associative Knowledge
563.0,ROCK ___,"['BOTTOM', 'CANDY', 'GARDEN', 'STAR']",0,0,0,0.0,Multiword Expressions
564.0,DAYS OF THE WEEK,"['FRIDAY', 'SATURDAY', 'SUNDAY', 'THURSDAY']",0,0,0,0.0,Semantic Knowledge
565.0,GO BAD,"['ROT', 'SOUR', 'SPOIL', 'TURN']",0,1,0,0.0,Semantic Knowledge
566.0,“THE ADDAMS FAMILY” CHARACTERS,"['FESTER', 'LURCH', 'THING', 'WEDNESDAY']",0,0,1,0.0,Encyclopedic Knowledge
567.0,FAT ___,"['CAT', 'CHANCE', 'LIP', 'TUESDAY']",0,0,0,0.0,Multiword Expressions
568.0,TOOLS,"['FILE', 'HAMMER', 'LEVEL', 'SAW']",0,0,0,0.0,Semantic Knowledge
569.0,PULL,"['JERK', 'TUG', 'WRENCH', 'YANK']",1,0,0,0.0,Semantic Knowledge
570.0,SHORTCUT COMMANDS,"['COPY', 'FIND', 'PRINT', 'SAVE']",0,0,0,0.0,Associative Knowledge
571.0,TITLE MOVIE ANIMALS,"['BABE', 'BEETHOVEN', 'CHARLOTTE', 'WILLY']",0,1,1,0.0,Encyclopedic Knowledge
572.0,BUTT,"['BOTTOM', 'BUNS', 'SEAT', 'TAIL']",0,0,0,0.0,Associative Knowledge
573.0,ROTARY PHONE PARTS,"['CORD', 'CRADLE', 'DIAL', 'HANDSET']",0,1,0,0.0,Semantic Knowledge
574.0,SLANG FOR HOME,"['CRIB', 'DIGS', 'JOINT', 'PAD']",0,0,0,0.0,Encyclopedic Knowledge
575.0,PLUNDER,"['BOOTY', 'LOOT', 'SPOILS', 'SWAG']",1,0,1,0.0,Semantic Knowledge
576.0,BEANS,"['FAVA', 'KIDNEY', 'LIMA', 'PINTO']",0,1,1,1.0,Semantic Knowledge
577.0,CITIES BEGINNING WITH “L”,"['LAGOS', 'LIMERICK', 'LINCOLN', 'LUXOR']",0,0,0,0.0,Encyclopedic Knowledge
578.0,POETRY TERMS,"['LINE', 'METER', 'RHYME', 'VERSE']",0,1,0,0.0,Associative Knowledge
579.0,“THE(E) ___” RAPPERS,"['CREATOR', 'DUDE', 'RAPPER', 'STALLION']",0,0,0,0.0,Encyclopedic Knowledge
580.0,CONCEAL,"['BLOCK', 'COVER', 'HIDE', 'MASK']",1,0,1,0.0,Semantic Knowledge
581.0,PARTS OF A WATCH,"['CROWN', 'DIAL', 'HAND', 'STRAP']",0,0,0,0.0,Semantic Knowledge
582.0,WONDER WOMAN’S COSTUME,"['LASSO', 'SHIELD', 'SWORD', 'TIARA']",0,0,0,0.0,Encyclopedic Knowledge
583.0,THINGS THAT CAN RUN,"['CANDIDATE', 'FAUCET', 'MASCARA', 'NOSE']",0,0,0,0.0,Associative Knowledge
584.0,FILM SET DIRECTIVES,"['ACTION', 'CAMERA', 'CUT', 'LIGHTS']",0,1,1,1.0,Associative Knowledge
585.0,CONDITIONAL WORDS,"['CAN', 'COULD', 'MAY', 'MIGHT']",0,0,1,1.0,Linguistic Knowledge
586.0,FOREMOST,"['HEAD', 'LEAD', 'PRIME', 'TOP']",0,0,0,1.0,Semantic Knowledge
587.0,___ PAPER,"['BUTCHER', 'SCRAP', 'TOILET', 'WAX']",0,1,0,0.0,Multiword Expressions
588.0,ORIGIN,"['GENESIS', 'GERM', 'SEED', 'SOURCE']",0,0,0,0.0,Semantic Knowledge
589.0,BIBLE BOOKS,"['ACTS', 'JOB', 'KINGS', 'MARK']",0,0,0,0.0,Encyclopedic Knowledge
590.0,N.H.L. TEAMS,"['FLAMES', 'KRAKEN', 'STARS', 'WILD']",0,0,0,0.0,Encyclopedic Knowledge
591.0,POWER ___,"['NAP', 'PLANT', 'RANGER', 'TRIP']",0,0,0,0.0,Multiword Expressions
592.0,CROPS,"['CORN', 'CUCUMBER', 'PEPPER', 'TOMATO']",0,0,0,0.0,Semantic Knowledge
593.0,SLANG FOR HEAD,"['CROWN', 'DOME', 'MELON', 'NOODLE']",0,0,0,0.0,Encyclopedic Knowledge
594.0,SONG,"['CUT', 'NUMBER', 'SINGLE', 'TRACK']",0,0,0,0.0,Associative Knowledge
595.0,THINGS THAT WHISTLE,"['BIRD', 'KETTLE', 'REFEREE', 'TRAIN']",0,0,0,0.0,Associative Knowledge
596.0,CELEBRATORY OCCASIONS,"['ANNIVERSARY', 'BIRTHDAY', 'SHOWER', 'WEDDING']",1,0,0,0.0,Associative Knowledge
597.0,PHONE CONNECTIVITY,"['BARS', 'RECEPTION', 'SERVICE', 'SIGNAL']",0,0,0,0.0,Associative Knowledge
598.0,CITIES AND TOWNS IN ENGLAND,"['BATH', 'DERBY', 'READING', 'SANDWICH']",0,0,0,0.0,Encyclopedic Knowledge
599.0,___ OPERA,"['COMIC', 'MET', 'ROCK', 'SOAP']",0,0,0,0.0,Multiword Expressions
600.0,RHYMES,"['DARREN', 'KAREN', 'SHARON', 'AARON']",0,0,0,0.0,Linguistic Knowledge
601.0,NATURAL FEATURES,"['DALE', 'BROOK', 'SAVANNA', 'CLIFF']",1,0,1,1.0,Associative Knowledge
602.0,PAST TENSE VERBS,"['DREW', 'ROSE', 'WILL', 'MAY']",0,0,0,0.0,Linguistic Knowledge
603.0,PALINDROMES,"['EVE', 'HANNAH', 'OTTO', 'NATAN']",0,0,1,0.0,Linguistic Knowledge
604.0,"LAUGHTER, IN A TEXT","['DEAD', 'HAHA', 'LOL', 'ROFL']",1,1,0,0.0,Encyclopedic Knowledge
605.0,ART MOVEMENTS,"['DADA', 'DECO', 'GOTHIC', 'POP']",0,1,1,1.0,Encyclopedic Knowledge
606.0,“PETER PAN” CHARACTERS,"['HOOK', 'NANA', 'PETER', 'WENDY']",0,0,1,0.0,Encyclopedic Knowledge
607.0,LADY ___,"['BIRD', 'GAGA', 'LUCK', 'MACBETH']",0,0,0,0.0,Multiword Expressions
608.0,DIVISION,"['ARM', 'BRANCH', 'CHAPTER', 'WING']",0,0,0,0.0,Semantic Knowledge
609.0,IMPERIAL UNITS,"['BUSHEL', 'PECK', 'STONE', 'TON']",0,1,1,0.0,Semantic Knowledge
610.0,M.L.B. TEAM MEMBER,"['ANGEL', 'CUB', 'MET', 'RED']",0,0,0,0.0,Encyclopedic Knowledge
611.0,INSECT HOMOPHONES,"['AUNT', 'BEATLE', 'FLEE', 'NAT']",0,0,0,0.0,Linguistic Knowledge
612.0,CHRISTMAS-RELATED,"['MISTLETOE', 'REINDEER', 'SNOWMAN', 'STOCKING']",0,1,0,0.0,Associative Knowledge
613.0,MAKE PUBLIC,"['DISPLAY', 'EXHIBIT', 'PRESENT', 'SHOW']",1,1,1,1.0,Semantic Knowledge
614.0,TORUS-SHAPED FOOD,"['BAGEL', 'CHEERIO', 'DONUT', 'LIFESAVER']",0,1,1,0.0,Associative Knowledge
615.0,THINGS WITH STRIPES,"['CANDY CANE', 'CROSSWALK', 'REFEREE', 'TIGER']",0,0,0,0.0,Associative Knowledge
616.0,LONG-HAIRED ANIMALS,"['AFGHAN', 'ALPACA', 'ANGORA', 'YAK']",0,0,0,0.0,Encyclopedic Knowledge
617.0,PRATTLE ON,"['BLATHER', 'CHAT', 'JABBER', 'GAB']",0,0,1,0.0,Semantic Knowledge
618.0,SNEAKER BRANDS,"['CONVERSE', 'JORDAN', 'PUMA', 'VANS']",0,1,1,1.0,Encyclopedic Knowledge
619.0,___ BALLOON,"['LEAD', 'SPEECH', 'TRIAL', 'WATER']",0,0,0,0.0,Multiword Expressions
620.0,WAYS TO SHOW RESPECT,"['BOW', 'KNEEL', 'SALUTE', 'STAND']",0,0,0,0.0,Associative Knowledge
621.0,IPHONE APPS,"['CLOCK', 'MAIL', 'MAPS', 'NOTES']",0,0,0,0.0,Encyclopedic Knowledge
622.0,ANIMAL COVERINGS,"['DOWN', 'FUR', 'SCALES', 'SHELL']",0,0,1,0.0,Associative Knowledge
623.0,“POINTERS”,"['ARROW', 'DOG', 'FINGER', 'HINT']",0,0,0,0.0,Associative Knowledge
624.0,COFFEE COUNTER ITEMS,"['CUP', 'LID', 'STIRRER', 'STRAW']",0,0,0,0.0,Encyclopedic Knowledge
625.0,NOCTURNAL ANIMALS,"['BAT', 'MOTH', 'OWL', 'WOLF']",0,0,0,0.0,Semantic Knowledge 
626.0,THINGS THAT ARE RED,"['BEET', 'BRICK', 'CARDINAL', 'POPPY']",0,0,0,0.0,Associative Knowledge
627.0,___ FIGURE,"['ACTION', 'BALLPARK', 'GO', 'STICK']",0,0,0,0.0,Multiword Expressions
628.0,PLAYING CARD SUITS,"['CLUB', 'DIAMOND', 'HEART', 'SPADE']",0,1,1,0.0,Semantic Knowledge
